Orden de Venta,Creacion Orden de Venta,Codigo Cliente,Articulo,Cantidad,Unidad de venta,Segmento Cliente
ABC064065,2021-01-14,8E948DF7,IVP07267,108,KG,Distribuidor
ABC064066,2021-01-14,D0B40618,IVP15086,22,KG,Metal Mecanica
ABC064067,2021-01-14,A760F354,IVP04040,1,PZA,Genericos
ABC064068,2021-01-14,7EFC39AE,IVP07169,1080,KG,Aceros
ABC064070,2021-01-14,2F7E15C6,IVP11141,30,L,Aceros
ABC064064,2021-01-14,2C005B51,IVP07322,90,PZA,Distribuidor
ABC064068,2021-01-14,7EFC39AE,IVP07293,2700,KG,Aceros
ABC064058,2021-01-14,6C96DC58,IVP04039,15,PZA,Genericos
ABC064059,2021-01-14,526D1E4B,IVP11479,300,L,Metal Mecanica
ABC064043,2021-01-14,EDD2371F,IVP09028,270,KG,Metal Mecanica
ABC064045,2021-01-14,759A7216,IVP11162,57,L,Alimentos y farmaceutica
ABC064046,2021-01-14,640B722A,IVP07225,108,KG,Polimeros
ABC064047,2021-01-14,759A7216,IVP04009,18,PZA,Alimentos y farmaceutica
ABC064047,2021-01-14,759A7216,IVP11253,28,L,Alimentos y farmaceutica
ABC064048,2021-01-14,C7045DDB,IVP07169,81,KG,Aceros
ABC064049,2021-01-14,2DBC1BCC,IVP11576,600,L,Alimentos y farmaceutica
ABC064050,2021-01-14,A760F354,IVP04039,4,PZA,Genericos
ABC064053,2021-01-14,C6E18153,IVP11162,624,L,Ingenios
ABC064054,2021-01-14,DA89EB02,IVP04009,18,PZA,Aceros
ABC064055,2021-01-14,9D333AF1,IVP15089,300,KG,Automotriz
ABC064055,2021-01-14,9D333AF1,IVP15089,300,KG,Automotriz
ABC064055,2021-01-14,9D333AF1,IVP15089,300,KG,Automotriz
ABC064055,2021-01-14,9D333AF1,IVP15089,300,KG,Automotriz
ABC064051,2021-01-14,A760F354,IVP04039,1,PZA,Genericos
ABC064056,2021-01-14,D3C21C74,IVP07452,270,KG,Aceros
ABC064057,2021-01-14,12CFC727,IVP04043,1,PZA,Automotriz
ABC064082,2021-01-15,147D7261,IVP11031,600,L,Genericos
ABC064083,2021-01-15,1DA3AE5E,IVP074409,1080,KG,Aceros
ABC064084,2021-01-15,F97390F5,IVP07528,24,KG,Metal Mecanica
ABC064085,2021-01-15,910A30AA,IVP11082,28,L,Alimentos y farmaceutica
ABC064085,2021-01-15,910A30AA,IVP07068,27,KG,Alimentos y farmaceutica
ABC064087,2021-01-15,90E8453B,IVP07520,229,KG,Distribuidor
ABC064087,2021-01-15,90E8453B,IVP07309,81,KG,Distribuidor
ABC064087,2021-01-15,90E8453B,IVP07274,81,KG,Distribuidor
ABC064087,2021-01-15,90E8453B,IVP11031,28,L,Distribuidor
ABC064088,2021-01-15,9DFBC3F3,IVP04039,30,PZA,Genericos
ABC064089,2021-01-15,5D7BFE8C,IVP07174,27,KG,Alimentos y farmaceutica
ABC064087,2021-01-15,90E8453B,IVP07265,162,KG,Distribuidor
ABC064080,2021-01-15,DD02E65E,IVP04009,18,PZA,Polimeros
ABC064086,2021-01-15,D0B40618,IVP10009,9,KG,Metal Mecanica
ABC064079,2021-01-15,F37EFCB4,IVP08016,27,KG,Ingenios
ABC064079,2021-01-15,F37EFCB4,IVP07134,3,KG,Ingenios
ABC064072,2021-01-15,875B06ED,IVP09036,24,KG,Metal Mecanica
ABC064072,2021-01-15,875B06ED,IVP09035,180,KG,Metal Mecanica
ABC064074,2021-01-15,C726D93E,IVP11162,57,L,Distribuidor
ABC064074,2021-01-15,C726D93E,IVP10002,36,PZA,Distribuidor
ABC064075,2021-01-15,A760F354,IVP04039,9,PZA,Genericos
ABC064076,2021-01-15,A760F354,IVP04039,4,PZA,Genericos
ABC064077,2021-01-15,A760F354,IVP04039,3,PZA,Genericos
ABC064073,2021-01-15,D88189A2,IVP11346,54,KG,Distribuidor
ABC064078,2021-01-15,1BF99781,IVP11345,114,L,Alimentos y farmaceutica
ABC064096,2021-01-16,7E32B22A,IVP11087,57,L,Alimentos y farmaceutica
ABC064096,2021-01-16,7E32B22A,IVP11087,57,L,Alimentos y farmaceutica
ABC064097,2021-01-16,7E32B22A,IVP07244,27,KG,Alimentos y farmaceutica
ABC064097,2021-01-16,7E32B22A,IVP07244,27,KG,Alimentos y farmaceutica
ABC064097,2021-01-16,7E32B22A,IVP07244,27,KG,Alimentos y farmaceutica
ABC064097,2021-01-16,7E32B22A,IVP07244,27,KG,Alimentos y farmaceutica
ABC064100,2021-01-16,A760F354,IVP04039,4,PZA,Genericos
ABC064099,2021-01-16,A760F354,IVP01010,4,PZA,Genericos
ABC064096,2021-01-16,7E32B22A,IVP11087,57,L,Alimentos y farmaceutica
ABC064101,2021-01-16,A760F354,IVP04039,3,PZA,Genericos
ABC064102,2021-01-16,A760F354,IVP04039,9,PZA,Genericos
ABC064098,2021-01-16,7E32B22A,IVP11087,28,L,Alimentos y farmaceutica
ABC064096,2021-01-16,7E32B22A,IVP11087,57,L,Alimentos y farmaceutica
ABC064095,2021-01-16,ADF1ADEE,IVP07244,81,KG,Alimentos y farmaceutica
ABC064095,2021-01-16,ADF1ADEE,IVP07244,81,KG,Alimentos y farmaceutica
ABC064090,2021-01-16,93AB2D93,IVP11132,57,L,Distribuidor
ABC064090,2021-01-16,93AB2D93,IVP04009,36,PZA,Distribuidor
ABC064091,2021-01-16,78E7AA1B,IVP11160,1500,L,Distribuidor
ABC064091,2021-01-16,78E7AA1B,IVP11387,600,L,Distribuidor
ABC064091,2021-01-16,78E7AA1B,IVP07322,27,KG,Distribuidor
ABC064095,2021-01-16,ADF1ADEE,IVP07244,81,KG,Alimentos y farmaceutica
ABC064092,2021-01-16,F76252D2,IVP15513,45,PZA,Polimeros
ABC064093,2021-01-16,8E948DF7,IVP07265,27,KG,Distribuidor
ABC064093,2021-01-16,8E948DF7,IVP07165,27,KG,Distribuidor
ABC064093,2021-01-16,8E948DF7,IVP07274,54,KG,Distribuidor
ABC064093,2021-01-16,8E948DF7,IVP07274,54,KG,Distribuidor
ABC064094,2021-01-16,1FF70E21,IVP14003,72,KG,Automotriz
ABC064095,2021-01-16,ADF1ADEE,IVP07244,81,KG,Alimentos y farmaceutica
ABC064093,2021-01-16,8E948DF7,IVP07265,27,KG,Distribuidor
ABC064093,2021-01-16,8E948DF7,IVP07165,27,KG,Distribuidor
ABC064126,2021-01-18,2C005B51,IVP07331,162,KG,Distribuidor
ABC064139,2021-01-18,5E4FFB9B,IVP07165,30,KG,Alimentos y farmaceutica
ABC064126,2021-01-18,2C005B51,IVP11135,300,L,Distribuidor
ABC064127,2021-01-18,EDD2371F,IVP09009,1080,KG,Metal Mecanica
ABC064128,2021-01-18,EDD2371F,IVP09023,300,L,Metal Mecanica
ABC064129,2021-01-18,3A7E664A,IVP15123,900,KG,Automotriz
ABC064131,2021-01-18,A760F354,IVP04040,1,PZA,Genericos
ABC064132,2021-01-18,81C5D2D9,IVP01010,60,PZA,Genericos
ABC064133,2021-01-18,8C3140C7,IVP11081,228,L,Metal Mecanica
ABC064134,2021-01-18,8C3140C7,IVP11081,228,L,Metal Mecanica
ABC064135,2021-01-18,2618C5D0,IVP04001,36,PZA,Aceros
ABC064136,2021-01-18,86CE7EC3,IVP07445,1080,KG,Aceros
ABC064137,2021-01-18,DA89EB02,IVP07384,54,KG,Aceros
ABC064140,2021-01-18,BA62A6B7,IVP01010,7,PZA,Distribuidor
ABC064126,2021-01-18,2C005B51,IVP11135,300,L,Distribuidor
ABC064103,2021-01-18,A760F354,IVP04039,3,PZA,Genericos
ABC064104,2021-01-18,A760F354,IVP04039,1,PZA,Genericos
ABC064105,2021-01-18,E50902FB,IVP11664,114,L,Metal Mecanica
ABC064126,2021-01-18,2C005B51,IVP07331,162,KG,Distribuidor
ABC064125,2021-01-18,A8FAB560,IVP11347,142,L,Distribuidor
ABC064123,2021-01-18,490E1567,IVP07114,81,KG,Metal Mecanica
ABC064122,2021-01-18,51CD51AF,IVP07452,2700,KG,Aceros
ABC064122,2021-01-18,51CD51AF,IVP07169,810,KG,Aceros
ABC064121,2021-01-18,C0BBF6D1,IVP07165,270,KG,Ingenios
ABC064120,2021-01-18,40A32FC2,IVP07165,81,KG,Distribuidor
ABC064118,2021-01-18,875B06ED,IVP09024,285,KG,Metal Mecanica
ABC064117,2021-01-18,12558C43,IVP07207,2430,KG,Aceros
ABC064117,2021-01-18,12558C43,IVP07145,54,KG,Aceros
ABC064116,2021-01-18,B1069294,IVP01011,15,L,Genericos
ABC064120,2021-01-18,40A32FC2,IVP11057,114,L,Distribuidor
ABC064106,2021-01-18,2C005B51,IVP11047,7,L,Distribuidor
ABC064108,2021-01-18,A760F354,IVP04039,4,PZA,Genericos
ABC064112,2021-01-18,A760F354,IVP01010,3,PZA,Genericos
ABC064113,2021-01-18,A760F354,IVP04039,3,PZA,Genericos
ABC064114,2021-01-18,A760F354,IVP04039,4,PZA,Genericos
ABC064166,2021-01-19,910A30AA,IVP07068,27,KG,Alimentos y farmaceutica
ABC064172,2021-01-19,A319D1B7,IVP11144,4500,L,Aceros
ABC064170,2021-01-19,A319D1B7,IVP10009,30,KG,Aceros
ABC064169,2021-01-19,A319D1B7,IVP11090,313,L,Aceros
ABC064167,2021-01-19,A319D1B7,IVP07082,54,KG,Aceros
ABC064171,2021-01-19,A319D1B7,IVP07119,270,KG,Aceros
ABC064165,2021-01-19,86CE7EC3,IVP11141,28,L,Aceros
ABC064160,2021-01-19,DD2BF499,IVP11663,57,L,Metal Mecanica
ABC064163,2021-01-19,D3F3041A,IVP07105,81,KG,Minas
ABC064162,2021-01-19,A760F354,IVP04040,3,PZA,Genericos
ABC064161,2021-01-19,A760F354,IVP04039,3,PZA,Genericos
ABC064173,2021-01-19,A319D1B7,IVP07099,9180,KG,Aceros
ABC064159,2021-01-19,50EE2BAA,IVP11144,450,L,Minas
ABC064164,2021-01-19,9F546608,IVP07131,27,KG,Quimica y Petroquimica
ABC064174,2021-01-19,A319D1B7,IVP07072,270,KG,Aceros
ABC064151,2021-01-19,4D8CDE44,IVP07446,162,KG,Distribuidor
ABC064176,2021-01-19,A319D1B7,IVP08003,90,KG,Aceros
ABC064158,2021-01-19,1C110892,IVP11595,1500,L,Aceros
ABC064185,2021-01-19,A760F354,IVP01010,4,PZA,Genericos
ABC064184,2021-01-19,86CE7EC3,IVP07026,27,KG,Aceros
ABC064183,2021-01-19,7A5B53D0,IVP07436,2400,KG,Ingenios
ABC064180,2021-01-19,A319D1B7,IVP11144,2700,L,Aceros
ABC064179,2021-01-19,A760F354,IVP01006,7,L,Genericos
ABC064175,2021-01-19,A319D1B7,IVP11050,600,L,Aceros
ABC064178,2021-01-19,A319D1B7,IVP99104,15,PZA,Aceros
ABC064177,2021-01-19,A319D1B7,IVP99104,6,PZA,Aceros
ABC064177,2021-01-19,A319D1B7,IVP08003,330,KG,Aceros
ABC064177,2021-01-19,A319D1B7,IVP08003,330,KG,Aceros
ABC064177,2021-01-19,A319D1B7,IVP99104,6,PZA,Aceros
ABC064177,2021-01-19,A319D1B7,IVP99104,6,PZA,Aceros
ABC064177,2021-01-19,A319D1B7,IVP08003,330,KG,Aceros
ABC064177,2021-01-19,A319D1B7,IVP08003,330,KG,Aceros
ABC064177,2021-01-19,A319D1B7,IVP99104,6,PZA,Aceros
ABC064156,2021-01-19,1C46A863,IVP04009,18,PZA,Alimentos y farmaceutica
ABC064151,2021-01-19,4D8CDE44,IVP11057,28,L,Distribuidor
ABC064150,2021-01-19,74A1EBD4,IVP07215,270,KG,Aceros
ABC064150,2021-01-19,74A1EBD4,IVP11141,60,L,Aceros
ABC064149,2021-01-19,A760F354,IVP04040,3,PZA,Genericos
ABC064155,2021-01-19,DA89EB02,IVP07372,54,KG,Aceros
ABC064148,2021-01-19,E4AE17A8,IVP15042,300,KG,Polimeros
ABC064147,2021-01-19,A760F354,IVP04039,1,PZA,Genericos
ABC064146,2021-01-19,E4AE17A8,IVP15042,300,KG,Polimeros
ABC064145,2021-01-19,A760F354,IVP04039,1,PZA,Genericos
ABC064144,2021-01-19,E4AE17A8,IVP15042,300,KG,Polimeros
ABC064143,2021-01-19,A760F354,IVP04039,1,PZA,Genericos
ABC064142,2021-01-19,A760F354,IVP04039,3,PZA,Genericos
ABC064151,2021-01-19,4D8CDE44,IVP11057,28,L,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP11057,28,L,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP11162,28,L,Distribuidor
ABC064154,2021-01-19,A760F354,IVP04039,3,PZA,Genericos
ABC064151,2021-01-19,4D8CDE44,IVP11162,28,L,Distribuidor
ABC064152,2021-01-19,3F5C9998,IVP07165,810,KG,Ingenios
ABC064152,2021-01-19,3F5C9998,IVP08016,228,KG,Ingenios
ABC064152,2021-01-19,3F5C9998,IVP11252,624,L,Ingenios
ABC064152,2021-01-19,3F5C9998,IVP11158,624,L,Ingenios
ABC064151,2021-01-19,4D8CDE44,IVP11137,300,L,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP11137,300,L,Distribuidor
ABC064153,2021-01-19,9450D4F7,IVP07189,189,KG,Intercompanias
ABC064151,2021-01-19,4D8CDE44,IVP07446,162,KG,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP07446,162,KG,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP99004,108,KG,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP99004,108,KG,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP99004,108,KG,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP11162,28,L,Distribuidor
ABC064151,2021-01-19,4D8CDE44,IVP11137,300,L,Distribuidor
ABC064194,2021-01-20,044600D2,IVP07412,36,PZA,Distribuidor
ABC064194,2021-01-20,044600D2,IVP07387,108,KG,Distribuidor
ABC064193,2021-01-20,044600D2,IVP04040,18,PZA,Distribuidor
ABC064195,2021-01-20,BA62A6B7,IVP07131,300,KG,Distribuidor
ABC064196,2021-01-20,BA62A6B7,IVP07131,4500,KG,Distribuidor
ABC064196,2021-01-20,BA62A6B7,IVP07131,4500,KG,Distribuidor
ABC064197,2021-01-20,BD3FAFAF,IVP11576,600,L,Alimentos y farmaceutica
ABC064196,2021-01-20,BA62A6B7,IVP07131,120,KG,Distribuidor
ABC064198,2021-01-20,4D8CDE44,IVP07446,270,KG,Distribuidor
ABC064198,2021-01-20,4D8CDE44,IVP11057,28,L,Distribuidor
ABC064199,2021-01-20,68F46D1A,IVP07094,3240,KG,Aceros
ABC064199,2021-01-20,68F46D1A,IVP11586,274,KG,Aceros
ABC064200,2021-01-20,EC5A61DE,IVP14005,105,KG,Automotriz
ABC064196,2021-01-20,BA62A6B7,IVP07131,120,KG,Distribuidor
ABC064193,2021-01-20,044600D2,IVP01009,9,PZA,Distribuidor
ABC064192,2021-01-20,1E71EB30,IVP07214,108,KG,Automotriz
ABC064201,2021-01-20,9450D4F7,IVP07077,54,KG,Intercompanias
ABC064186,2021-01-20,A319D1B7,IVP07130,180,KG,Aceros
ABC064186,2021-01-20,A319D1B7,IVP07306,810,KG,Aceros
ABC064186,2021-01-20,A319D1B7,IVP99104,6,PZA,Aceros
ABC064187,2021-01-20,A319D1B7,IVP07130,30,KG,Aceros
ABC064188,2021-01-20,FAE39928,IVP07294,2400,KG,Minas
ABC064188,2021-01-20,FAE39928,IVP07294,2400,KG,Minas
ABC064189,2021-01-20,93AB2D93,IVP04020,18,PZA,Distribuidor
ABC064189,2021-01-20,93AB2D93,IVP07170,54,KG,Distribuidor
ABC064189,2021-01-20,93AB2D93,IVP07244,27,KG,Distribuidor
ABC064189,2021-01-20,93AB2D93,IVP10002,18,PZA,Distribuidor
ABC064190,2021-01-20,A760F354,IVP01010,1,PZA,Genericos
ABC064191,2021-01-20,C7045DDB,IVP08031,150,KG,Aceros
ABC064192,2021-01-20,1E71EB30,IVP07214,108,KG,Automotriz
ABC064192,2021-01-20,1E71EB30,IVP07214,108,KG,Automotriz
ABC064192,2021-01-20,1E71EB30,IVP07214,108,KG,Automotriz
ABC064202,2021-01-20,A760F354,IVP04039,3,PZA,Genericos
ABC064211,2021-01-20,6B8C369C,IVP07452,82,KG,Minas
ABC064210,2021-01-20,9D333AF1,IVP15089,300,KG,Automotriz
ABC064211,2021-01-20,6B8C369C,IVP07452,82,KG,Minas
ABC064211,2021-01-20,6B8C369C,IVP07452,82,KG,Minas
ABC064211,2021-01-20,6B8C369C,IVP07452,82,KG,Minas
ABC064213,2021-01-20,A760F354,IVP04039,3,PZA,Genericos
ABC064214,2021-01-20,EB2EE452,IVP11213,28,L,Aceros
ABC064214,2021-01-20,EB2EE452,IVP07078,27,KG,Aceros
ABC064215,2021-01-20,EB2EE452,IVP07169,702,KG,Aceros
ABC064216,2021-01-20,EB2EE452,IVP08007,60,KG,Aceros
ABC064217,2021-01-20,EB2EE452,IVP10002,18,PZA,Aceros
ABC064218,2021-01-20,EB2EE452,IVP07169,162,KG,Aceros
ABC064219,2021-01-20,EB2EE452,IVP07169,162,KG,Aceros
ABC064220,2021-01-20,EB2EE452,IVP07169,189,KG,Aceros
ABC064221,2021-01-20,EB2EE452,IVP07169,162,KG,Aceros
ABC064221,2021-01-20,EB2EE452,IVP07078,27,KG,Aceros
ABC064207,2021-01-20,6B8C369C,IVP07452,270,KG,Minas
ABC064207,2021-01-20,6B8C369C,IVP07452,270,KG,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064205,2021-01-20,018C4FFA,IVP11663,300,L,Metal Mecanica
ABC064205,2021-01-20,018C4FFA,IVP11663,300,L,Metal Mecanica
ABC064205,2021-01-20,018C4FFA,IVP11479,300,L,Metal Mecanica
ABC064205,2021-01-20,018C4FFA,IVP11479,300,L,Metal Mecanica
ABC064205,2021-01-20,018C4FFA,IVP11479,300,L,Metal Mecanica
ABC064205,2021-01-20,018C4FFA,IVP10025,60,KG,Metal Mecanica
ABC064205,2021-01-20,018C4FFA,IVP10025,60,KG,Metal Mecanica
ABC064205,2021-01-20,018C4FFA,IVP10025,60,KG,Metal Mecanica
ABC064205,2021-01-20,018C4FFA,IVP11663,300,L,Metal Mecanica
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064206,2021-01-20,6B8C369C,IVP07452,18,PZA,Minas
ABC064242,2021-01-21,A2342DF3,IVP04001,18,PZA,Aceros
ABC064241,2021-01-21,A2342DF3,IVP11080,28,L,Aceros
ABC064237,2021-01-21,DB26C066,IVP04001,18,PZA,Aceros
ABC064239,2021-01-21,DB26C066,IVP07294,270,KG,Aceros
ABC064238,2021-01-21,DB26C066,IVP07222,27,KG,Aceros
ABC064243,2021-01-21,A2342DF3,IVP07145,270,KG,Aceros
ABC064240,2021-01-21,DB26C066,IVP07426,60,KG,Aceros
ABC064244,2021-01-21,A2342DF3,IVP04001,18,PZA,Aceros
ABC064248,2021-01-21,D0210858,IVP07243,540,KG,Aceros
ABC064246,2021-01-21,E0EA2123,IVP07142,540,KG,Aceros
ABC064247,2021-01-21,D0210858,IVP07361,27,KG,Aceros
ABC064249,2021-01-21,A2342DF3,IVP07083,540,KG,Aceros
ABC064250,2021-01-21,D3F3041A,IVP11282,300,L,Minas
ABC064251,2021-01-21,B771CA80,IVP07197,135,KG,Carton y Papel
ABC064252,2021-01-21,8469C5A3,IVP08016,30,KG,Alimentos y farmaceutica
ABC064253,2021-01-21,D0C9A4EC,IVP11159,142,L,Alimentos y farmaceutica
ABC064245,2021-01-21,E0EA2123,IVP07294,270,KG,Aceros
ABC064236,2021-01-21,A760F354,IVP04039,3,PZA,Genericos
ABC064234,2021-01-21,578CFDCC,IVP08045,6,KG,Automotriz
ABC064235,2021-01-21,622E5F1D,IVP11057,300,L,Alimentos y farmaceutica
ABC064223,2021-01-21,50EE2BAA,IVP07452,270,KG,Minas
ABC064224,2021-01-21,5F5118BD,IVP15020,28,KG,Automotriz
ABC064225,2021-01-21,D0CB9F8E,IVP11057,300,L,Alimentos y farmaceutica
ABC064226,2021-01-21,A760F354,IVP04039,1,PZA,Genericos
ABC064227,2021-01-21,A760F354,IVP04039,3,PZA,Genericos
ABC064222,2021-01-21,EB2EE452,IVP07169,81,KG,Aceros
ABC064233,2021-01-21,7506A90E,IVP07201,81,KG,Distribuidor
ABC064229,2021-01-21,5C8A288C,IVP07085,36,PZA,Metal Mecanica
ABC064230,2021-01-21,78E7AA1B,IVP11158,600,L,Distribuidor
ABC064231,2021-01-21,FD778D94,IVP11162,600,L,Distribuidor
ABC064232,2021-01-21,9450D4F7,IVP11081,285,L,Intercompanias
ABC064232,2021-01-21,9450D4F7,IVP08003,6,KG,Intercompanias
ABC064233,2021-01-21,7506A90E,IVP07231,27,KG,Distribuidor
ABC064266,2021-01-22,56B26F02,IVP11063,300,L,Automotriz
ABC064265,2021-01-22,622E5F1D,IVP07193,27,KG,Alimentos y farmaceutica
ABC064267,2021-01-22,55B3EB6B,IVP15023,300,KG,Metal Mecanica
ABC064264,2021-01-22,A760F354,IVP04039,1,PZA,Genericos
ABC064267,2021-01-22,55B3EB6B,IVP15023,300,KG,Metal Mecanica
ABC064270,2021-01-22,62D705B2,IVP08040,60,KG,Cemento
ABC064267,2021-01-22,55B3EB6B,IVP15023,300,KG,Metal Mecanica
ABC064268,2021-01-22,B9BA0F92,IVP11082,142,L,Ceramica
ABC064269,2021-01-22,9DEBDF85,IVP07106,27,KG,Ceramica
ABC064271,2021-01-22,A760F354,IVP04039,9,PZA,Genericos
ABC064273,2021-01-22,9D9A62E2,IVP11479,600,L,Metal Mecanica
ABC064274,2021-01-22,68F46D1A,IVP07021,1350,KG,Aceros
ABC064275,2021-01-22,F97390F5,IVP08042,30,KG,Metal Mecanica
ABC064267,2021-01-22,55B3EB6B,IVP15023,300,KG,Metal Mecanica
ABC064262,2021-01-22,1514990B,IVP11576,60,L,Alimentos y farmaceutica
ABC064257,2021-01-22,A760F354,IVP04039,6,PZA,Genericos
ABC064261,2021-01-22,8E948DF7,IVP11159,28,L,Distribuidor
ABC064254,2021-01-22,BA62A6B7,IVP11589,900,L,Distribuidor
ABC064255,2021-01-22,00911E4B,IVP15196,30,L,Metal Mecanica
ABC064256,2021-01-22,A44185EF,IVP11255,57,L,Alimentos y farmaceutica
ABC064261,2021-01-22,8E948DF7,IVP11159,28,L,Distribuidor
ABC064259,2021-01-22,044600D2,IVP11169,85,L,Distribuidor
ABC064259,2021-01-22,044600D2,IVP11031,142,L,Distribuidor
ABC064259,2021-01-22,044600D2,IVP11390,28,L,Distribuidor
ABC064260,2021-01-22,93AB2D93,IVP07314,54,KG,Distribuidor
ABC064261,2021-01-22,8E948DF7,IVP07219,54,PZA,Distribuidor
ABC064261,2021-01-22,8E948DF7,IVP07219,54,PZA,Distribuidor
ABC064261,2021-01-22,8E948DF7,IVP07165,54,KG,Distribuidor
ABC064261,2021-01-22,8E948DF7,IVP07165,54,KG,Distribuidor
ABC064261,2021-01-22,8E948DF7,IVP11158,85,L,Distribuidor
ABC064261,2021-01-22,8E948DF7,IVP11158,85,L,Distribuidor
ABC064279,2021-01-24,728200A1,IVP11576,150,L,Alimentos y farmaceutica
ABC064277,2021-01-24,A8FAB560,IVP04020,18,PZA,Distribuidor
ABC064276,2021-01-24,27926DD7,IVP15023,300,KG,Metal Mecanica
ABC064277,2021-01-24,A8FAB560,IVP04009,90,PZA,Distribuidor
ABC064302,2021-01-25,A760F354,IVP04039,1,PZA,Genericos
ABC064302,2021-01-25,A760F354,IVP04040,1,PZA,Genericos
ABC064299,2021-01-25,A760F354,IVP04039,4,PZA,Genericos
ABC064297,2021-01-25,A760F354,IVP04042,1,PZA,Genericos
ABC064296,2021-01-25,A760F354,IVP04040,4,PZA,Genericos
ABC064295,2021-01-25,A760F354,IVP04040,3,PZA,Genericos
ABC064293,2021-01-25,A760F354,IVP04040,1,PZA,Genericos
ABC064292,2021-01-25,A760F354,IVP01010,1,PZA,Genericos
ABC064306,2021-01-25,6C96DC58,IVP04039,60,PZA,Genericos
ABC064303,2021-01-25,D4C576EB,IVP07480,1,KG,Subsidiarias
ABC064280,2021-01-25,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC064281,2021-01-25,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC064282,2021-01-25,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC064283,2021-01-25,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC064284,2021-01-25,D642EF3F,IVP13011,810,L,Metal Mecanica
ABC064285,2021-01-25,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC064286,2021-01-25,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC064287,2021-01-25,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC064289,2021-01-25,A760F354,IVP04039,15,PZA,Genericos
ABC064290,2021-01-25,A760F354,IVP04039,1,PZA,Genericos
ABC064305,2021-01-25,B7F71C10,IVP04039,60,PZA,Genericos
ABC064304,2021-01-25,03348761,IVP01015,1960,L,
ABC064304,2021-01-25,03348761,IVP01015,1960,L,
ABC064304,2021-01-25,03348761,IVP01015,2400,L,
ABC064304,2021-01-25,03348761,IVP01015,2400,L,
ABC064303,2021-01-25,D4C576EB,IVP07390,1,KG,Subsidiarias
ABC064303,2021-01-25,D4C576EB,IVP07314,1,KG,Subsidiarias
ABC064303,2021-01-25,D4C576EB,IVP10023,12,KG,Subsidiarias
ABC064291,2021-01-25,A760F354,IVP04039,1,PZA,Genericos
ABC064308,2021-01-25,B5687310,IVP10009,300,KG,Metal Mecanica
ABC064308,2021-01-25,B5687310,IVP10009,300,KG,Metal Mecanica
ABC064308,2021-01-25,B5687310,IVP10009,300,KG,Metal Mecanica
ABC064324,2021-01-25,A319D1B7,IVP10009,30,KG,Aceros
ABC064325,2021-01-25,A319D1B7,IVP10009,30,KG,Aceros
ABC064326,2021-01-25,A760F354,IVP01010,3,PZA,Genericos
ABC064327,2021-01-25,8E948DF7,IVP08051,27,KG,Distribuidor
ABC064327,2021-01-25,8E948DF7,IVP08051,27,KG,Distribuidor
ABC064327,2021-01-25,8E948DF7,IVP07387,54,KG,Distribuidor
ABC064327,2021-01-25,8E948DF7,IVP07387,54,KG,Distribuidor
ABC064323,2021-01-25,A319D1B7,IVP07099,9180,KG,Aceros
ABC064327,2021-01-25,8E948DF7,IVP07265,27,KG,Distribuidor
ABC064327,2021-01-25,8E948DF7,IVP07267,54,KG,Distribuidor
ABC064327,2021-01-25,8E948DF7,IVP07267,54,KG,Distribuidor
ABC064327,2021-01-25,8E948DF7,IVP07274,27,KG,Distribuidor
ABC064327,2021-01-25,8E948DF7,IVP07274,27,KG,Distribuidor
ABC064328,2021-01-25,EDD2371F,IVP09009,1080,KG,Metal Mecanica
ABC064329,2021-01-25,EDD2371F,IVP09022,300,L,Metal Mecanica
ABC064330,2021-01-25,B9E43844,IVP11170,300,L,Minas
ABC064307,2021-01-25,F6F39D95,IVP08045,54,KG,Subsidiarias
ABC064327,2021-01-25,8E948DF7,IVP07265,27,KG,Distribuidor
ABC064322,2021-01-25,A319D1B7,IVP07072,270,KG,Aceros
ABC064308,2021-01-25,B5687310,IVP10009,300,KG,Metal Mecanica
ABC064320,2021-01-25,A319D1B7,IVP11144,300,L,Aceros
